duration,src_bytes,dst_bytes,count,dst_host_srv_count,labels
0,0,0,147,24,0
0,243,9284,14,255,1
0,0,0,120,5,0
0,46,112,69,254,1
0,310,1565,4,255,1
0,198,889,8,234,1
56,220,692,1,2,1
0,0,0,55,39,0
0,0,0,141,15,0
0,0,0,182,20,0
0,0,0,267,5,0
11879,11487,20777,1,9,1
0,8,0,1,4,0
0,282,3902,3,63,1
0,229,715,26,255,1
0,0,0,96,1,0
0,567,0,1,11,1
0,0,0,140,13,0
0,0,0,268,11,0
0,0,0,232,17,0
0,0,0,511,1,0
0,293,709,8,255,1
0,214,724,4,255,1
0,0,0,278,5,0
0,44,125,80,245,1
0,0,0,1,255,1
0,0,0,33,73,0
0,208,19680,2,255,1
0,328,3729,46,255,1
0,0,0,209,11,0
0,66,3921,1,4,1
0,0,0,128,13,0
0,1104,336,1,146,1
0,1,0,13,11,0
0,198,324,11,255,1
0,0,32884,15,255,1
0,227,1231,24,255,1
0,0,0,300,17,0
0,260,193,1,255,1
0,0,0,1,255,1
0,0,0,201,1,0
0,0,0,190,16,0
0,197,659,21,255,1
0,0,0,261,8,0
0,0,0,270,6,0
10,44,46,9,54,1
0,28,0,9,9,0
0,8,0,1,172,0
0,293,1199,5,255,1
0,0,0,294,18,0
0,44,86,213,217,1
0,0,0,1,135,1
0,0,0,199,1,0
0,0,0,236,10,0
263,147,105,1,1,1
0,0,0,264,9,0
0,0,0,237,6,0
0,209,3227,2,255,1
0,0,0,1,119,1
17,12385,1393,1,111,1
0,31,0,1,48,1
0,0,0,276,14,0
0,0,0,228,4,0
0,229,1483,7,255,1
0,0,0,275,9,0
0,258,1231,2,255,1
0,964,400,1,167,1
0,296,3784,6,255,1
0,0,0,112,12,0
0,0,0,1,254,1
0,54540,8314,5,85,0
0,46,79,194,255,1
0,311,1576,12,255,1
0,18,0,1,27,0
0,0,0,229,14,0
0,8173,0,1,15,1
0,42,42,14,239,1
0,339,304,5,255,1
0,227,2865,3,255,1
0,0,0,1,222,1
0,9,36,1,8,1
0,0,0,237,10,0
0,30,0,2,196,1
0,8766,0,3,97,1
0,204,1295,2,255,1
0,0,0,256,19,0
23,282,903,1,32,1
0,193,2408,6,255,1
0,0,0,226,8,0
0,0,0,1,1,0
0,8766,0,3,44,1
0,306,1272,12,255,1
0,237,5048,1,203,1
0,0,0,148,11,0
0,0,0,26,33,0
0,212,4132,15,255,1
0,279,11355,11,255,1
0,227,2698,1,241,1
0,0,0,240,13,0
0,0,0,17,64,0
0,200,455,8,255,1
0,18,0,1,245,0
0,0,0,18,10,0
0,233,747,9,255,1
0,14189,0,3,18,1
12689,146,105,4,2,1
0,0,0,101,1,0
0,220,309,5,255,1
0,0,0,39,9,0
0,105,145,4,116,1
0,0,0,2,255,1
0,279,891,8,255,1
5,90,33,2,15,1
0,0,0,274,7,0
0,43,43,133,254,1
0,0,0,71,9,0
0,520,0,364,255,0
0,45,45,128,205,1
0,8,0,1,66,0
0,0,0,278,18,0
0,0,0,6,40,0
0,8325,0,1,74,1
0,0,0,220,16,0
4,2194619,0,2,12,1
0,0,0,38,20,0
20,102,2063,1,2,1
0,0,0,130,8,0
0,0,0,222,12,0
0,0,0,237,8,0
0,247,4425,2,255,1
0,1032,0,285,187,0
1,803,329,1,189,1
0,0,0,116,16,0
0,111,42,291,147,1
0,0,0,244,1,0
0,0,0,212,19,0
0,192,0,2,15,1
1,714,281,1,157,1
0,289,2914,7,255,1
0,246,346,6,255,1
0,0,0,257,20,0
0,0,0,115,11,0
0,30,0,2,217,1
0,10,39,2,7,1
0,0,0,215,10,0
0,1274,328,2,128,1
0,0,0,246,1,0
0,0,0,269,16,0
10,42,46,8,249,1
0,0,0,511,1,0
0,0,0,1,239,1
0,44,44,17,255,1
0,223,488,12,255,1
0,0,0,294,7,0
0,46,132,238,201,1
28,754060,39648,1,18,1
0,0,0,206,2,0
0,0,0,198,4,0
0,8325,0,18,72,1
0,230,26866,2,255,1
0,0,0,267,18,0
0,0,0,81,17,0
235,728,331,1,144,1
0,0,0,233,7,0
0,0,0,1,222,1
0,0,0,242,5,0
0,227,7571,3,255,1
0,0,0,35,63,0
0,0,0,135,2,0
0,8,0,1,62,0
0,0,0,1,48,1
0,206,1031,11,255,1
0,210,495,3,255,1
0,220,853,2,255,1
0,212,1532,3,255,1
7,1625,371,1,96,1
0,0,0,221,7,0
0,218,482,12,255,1
0,1820,395,1,31,1
0,0,0,1,148,1
0,0,0,146,9,0
0,0,0,278,18,0
0,179,196,1,255,1
0,0,0,119,9,0
0,235,16597,1,255,1
0,0,0,240,24,0
0,272,389,12,255,1
0,265,622,1,255,1
0,203,0,2,4,1
0,0,0,143,10,0
0,212,1368,6,255,1
0,265,2747,14,255,1
0,105,147,1,140,1
0,0,0,44,1,0
0,137,26435,1,11,1
0,1032,0,509,181,0
3,889,328,1,192,1
0,1235,330,1,145,1
0,192,2071,8,255,1
0,0,0,133,21,0
0,0,0,245,6,0
0,0,0,2,1,0
0,0,0,70,63,0
0,377,457,2,255,1
0,516,4,460,255,1
0,0,0,510,1,0
0,250,346,1,255,1
0,200,2536,19,255,1
0,319,8591,11,255,1
0,285,7203,19,255,1
0,1032,0,81,81,0
0,9311,0,11,59,1
1,2093,363,1,149,1
0,579,330,1,104,1
0,228,1076,18,255,1
0,226,891,2,255,1
1,2166,328,1,89,1
0,0,0,166,17,0
0,43,119,78,255,1
0,43,43,118,254,1
0,0,0,1,1,0
0,345,370,2,255,1
1,2289,330,1,159,1
0,0,0,2,255,1
0,258,446,1,255,1
4209,1,0,2,2,0
0,43,74,198,255,1
0,251,3311,1,255,1
0,0,0,1,2,0
0,0,0,119,10,0
0,0,0,2,255,1
0,325,1124,3,255,1
0,0,0,223,7,0
0,318,19444,9,255,1
2,2847,333,1,110,1
0,0,0,1,1,0
0,0,0,211,6,0
0,18,0,1,25,0
0,204,2289,9,255,1
1,2030,326,1,140,1
0,0,0,202,19,0
0,0,0,229,18,0
0,222,481,3,255,1
0,0,0,72,58,0
0,0,0,108,2,0
0,208,1484,8,255,1
0,195,1227,3,238,1
3,2194619,0,2,77,1
0,290,1144,5,255,1
0,0,0,142,9,0
0,28,0,42,41,0
0,35195,0,21,77,1
0,44,127,287,217,1
0,0,0,189,10,0
23,233,774,1,45,1
2,1789,333,1,91,1
0,12,0,2,72,1
0,88,0,1,10,1
1,1171,328,1,167,1
0,0,0,126,3,0
0,214,3386,3,255,1
0,218,1189,22,255,1
0,0,0,144,15,0
0,310,645,7,255,1
0,0,0,1,85,1
0,0,0,233,2,0
0,223,6534,12,255,1
0,8,0,1,255,0
0,206,2097,5,255,1
0,0,0,142,19,0
0,0,0,124,14,0
0,144,2700,12,255,1
0,0,0,1,213,1
0,249,1678,5,226,1
0,309,1338,7,255,1
0,240,787,2,255,1
0,212,537,37,255,1
0,0,0,273,17,0
0,45,125,78,83,1
0,1032,0,511,153,0
0,100,0,2,23,0
0,335,9080,2,218,1
0,8,0,1,31,0
0,0,0,103,12,0
0,325,746,30,255,1
0,0,0,241,10,0
0,105,147,1,6,1
0,0,0,240,21,0
0,0,0,75,42,0
9319,147,105,1,1,1
0,0,0,130,4,0
0,0,0,240,21,0
0,0,0,210,18,0
0,0,0,119,14,0
0,321,882,20,255,1
0,0,0,265,19,0
0,0,0,74,16,0
0,0,0,1,253,1
0,0,0,233,17,0
0,815,326,2,184,1
0,30,0,2,188,1
0,0,0,119,6,0
0,0,0,300,2,0
0,0,0,111,20,0
0,0,0,269,5,0
0,8,0,1,94,0
0,44,128,180,66,1
0,229,3688,3,255,1
0,0,0,212,17,0
0,0,0,101,17,0
7,0,0,2,2,0
0,8,0,1,76,0
0,274,10121,2,255,1
0,297,6503,14,255,1
0,44,113,1,236,1
0,0,0,2,255,1
0,227,274,12,255,1
0,271,7888,2,255,1
0,2844,327,1,7,1
0,319,1718,4,255,1
0,0,0,244,19,0
0,0,0,193,20,0
0,78,0,12,13,1
0,46,264,77,241,1
0,949,305,1,70,1
0,1283,386,1,147,1
0,221,484,1,255,1
0,0,0,124,12,0
0,0,0,1,2,0
0,6932,0,2,44,1
0,1171,328,1,171,1
0,0,0,226,25,0
0,0,0,87,12,0
2232,146,105,5,1,1
0,0,0,205,6,0
0,1032,0,170,170,0
0,0,0,264,6,0
0,2191,0,13,49,1
0,224,2584,2,255,1
0,1480,0,1,155,0
0,0,0,271,19,0
0,1032,0,141,141,0
0,3541,0,1,34,1
31001,1,0,2,2,0
0,204,728,19,255,1
0,42,42,6,233,1
0,48,496,143,2,1
21,229,766,1,25,1
0,233,1378,21,255,1
0,0,0,110,7,0
0,0,0,119,10,0
0,0,0,257,3,0
0,241,1952,22,255,1
1,1212,2449,1,98,0
0,0,0,137,20,0
0,2368,332,1,204,1
0,215,0,1,63,0
0,331,478,11,255,1
1,1655,392,1,147,1
0,0,0,141,1,0
0,1830,0,4,62,1
0,749,0,1,41,1
0,0,0,103,21,0
0,0,0,23,3,0
0,224,306,17,255,1
0,218,1695,6,255,1
30795,1,0,2,2,0
0,46,46,90,145,1
1,2274,326,1,159,1
0,0,0,263,12,0
0,0,0,101,3,0
0,0,0,298,2,0
0,334,0,1,39,0
0,305,895,2,255,1
0,309,1425,13,255,1
0,0,0,77,58,0
0,0,0,212,4,0
0,276,749,5,255,1
0,0,0,59,72,0
0,30,0,2,195,1
0,0,0,247,1,0
0,301,18347,5,255,1
0,0,0,215,15,0
0,0,0,34,6,0
1,1489,325,1,166,1
0,0,0,285,14,0
0,190,1337,8,255,1
0,0,0,146,6,0
0,152,1216,1,255,1
0,283,285,19,255,1
0,0,0,131,3,0
0,45,119,107,252,1
0,213,13067,5,255,1
0,312,4215,11,255,1
0,323,8919,4,255,1
0,321,3411,1,255,1
0,198,2868,1,255,1
0,0,0,261,13,0
0,0,0,190,3,0
0,222,2822,9,255,1
0,44,134,68,216,1
0,273,4200,1,230,1
0,44,128,324,235,1
0,351,2999,1,255,1
0,8,0,1,204,0
0,0,0,266,20,0
0,45,138,189,152,1
0,0,0,103,12,0
0,44,132,68,205,1
0,42,108,1,220,1
0,0,0,14,178,1
0,286,3451,4,255,1
0,207,0,2,192,0
0,54540,8314,4,88,0
0,1,0,59,55,0
0,1,26,21,3,0
0,334,1169,11,255,1
0,0,0,239,2,0
22,1114,328,1,171,1
0,237,406,12,255,1
0,1,0,46,22,0
0,0,0,138,19,0
0,336,2660,3,117,1
0,210,1691,13,255,1
0,44,67,147,254,1
0,0,0,135,20,0
0,255,6681,13,255,1
0,0,0,260,18,0
0,0,0,249,15,0
0,0,0,205,4,0
0,234,1200,11,255,1
0,189,622,21,255,1
0,0,0,511,1,0
0,1,0,157,174,0
0,1,0,17,11,0
22,341,1069,2,2,1
0,0,0,296,3,0
0,0,0,1,1,0
0,221,187,7,255,1
0,333,4557,25,254,1
0,0,0,203,20,0
0,334,0,2,40,0
0,0,0,210,11,0
0,0,0,1,1,0
0,3690,0,3,95,1
0,0,0,241,18,0
2295,147,105,2,2,1
0,0,0,162,13,0
0,273,2379,29,255,1
0,182,0,5,29,1
0,206,2187,15,255,1
0,207,0,2,134,0
0,8,0,1,108,0
0,0,0,4,4,0
0,1032,0,108,160,0
0,0,0,216,1,0
1,152,8718,1,255,1
0,281,776,1,231,1
0,0,0,150,20,0
0,0,0,10,92,0
0,0,0,110,19,0
0,230,321,3,255,1
0,0,0,138,19,0
0,236,731,5,255,1
0,330,1387,3,255,1
0,216,1487,2,255,1
0,0,0,104,4,0
0,0,0,491,1,0
0,0,0,98,13,0
0,0,0,132,15,0
0,0,0,177,10,0
0,314,287,6,255,1
0,46,71,186,206,1
0,210,4995,8,255,1
0,0,0,262,11,0
0,314,3729,6,255,1
0,0,0,187,15,0
0,0,0,130,15,0
0,234,370,10,255,1
0,252,258,28,255,1
0,209,290,10,255,1
0,198,10431,11,255,1
0,274,3338,18,255,1
0,342,434,17,255,1
0,44,128,101,255,1
0,0,0,276,16,0
0,567,0,2,71,1
0,0,0,117,17,0
22027,1,0,2,2,0
0,0,0,294,18,0
0,240,2288,7,255,1
0,291,1193,7,255,1
0,331,1600,11,255,1
0,305,969,4,255,1
0,28,0,100,99,0
2587,146,105,5,3,1
0,0,0,200,2,0
0,0,0,251,15,0
0,347,8191,14,255,1
0,0,0,122,7,0
0,383,0,2,73,1
0,352,1984,3,255,1
0,204,64021,10,255,1
0,0,0,72,21,0
2,782,329,1,85,1
0,0,0,201,1,0
0,7,141,1,11,1
0,200,354,40,255,1
0,0,0,295,19,0
0,0,0,136,12,0
0,0,0,509,1,0
0,10073,0,4,112,1
0,383,0,2,123,1
0,216,420,23,255,1
0,0,0,243,14,0
0,278,2320,5,233,1
37233,1,0,2,2,0
0,8,0,1,40,0
0,0,0,113,4,0
0,8,0,1,40,0
0,280,6014,1,255,1
0,46,46,82,244,1
0,110,46,270,126,1
0,46,139,236,244,1
0,162,14090,3,255,1
0,1063,390,1,84,1
0,399,15831,23,255,1
0,46,141,284,214,1
0,221,2583,10,255,1
5056,5133876,0,1,65,0
0,0,0,251,13,0
0,214,2886,13,255,1
0,285,331,15,255,1
4,789,365,1,104,1
0,309,1937,5,255,1
0,288,762,17,255,1
21601,1,0,2,2,0
0,0,0,128,19,0
16,106577,380,1,200,1
0,0,0,150,25,0
0,320,546,15,255,1
0,210,1000,7,255,1
0,0,0,272,14,0
0,306,3751,3,255,1
0,0,0,11,63,0
0,797,387,1,69,1
0,0,0,104,6,0
0,44,130,319,175,1
0,520,0,479,143,0
0,28,0,82,82,0
0,0,0,288,1,0
0,1,0,4,3,0
0,8,0,1,51,0
0,0,0,111,3,0
0,0,0,158,6,0
0,128,0,8,15,1
0,306,607,6,255,1
0,0,0,243,13,0
0,28,0,66,65,0
0,230,1480,7,255,1
0,229,392,29,255,1
0,209,310,8,255,1
0,277,1274,17,255,1
0,0,0,117,7,0
0,226,3210,1,255,1
0,206,3909,16,255,1
0,0,0,9,47,0
2,2028,329,1,174,1
0,0,0,14,3,0
40983,1,0,2,2,0
0,0,0,235,8,0
0,310,513,30,255,1
0,0,0,270,19,0
0,43,64,107,254,1
0,306,2239,6,48,1
0,0,0,293,7,0
0,44,135,68,255,1
21621,1,0,2,2,0
0,334,0,2,14,0
0,308,2568,13,255,1
0,45,136,86,255,1
0,8,0,1,24,0
0,264,506,31,255,1
0,0,0,281,2,0
0,0,0,118,12,0
0,1032,0,153,153,0
0,265,278,5,239,1
14743,697,94872,1,7,1
0,0,0,10,3,0
0,216,353,26,255,1
0,0,0,1,255,1
0,0,0,144,16,0
0,0,0,261,3,0
0,1032,0,511,168,0
0,44,74,113,227,1
0,0,0,278,9,0
1,1841,331,1,150,1
0,18,0,1,255,0
0,0,0,294,9,0
0,317,1617,27,255,1
0,0,0,238,7,0
0,0,0,293,4,0
0,1032,0,511,215,0
12,11438,1391,1,34,1
0,0,0,203,20,0
0,0,0,105,11,0
0,10,35,14,1,1
0,0,0,144,15,0
0,303,8173,7,255,1
0,1,0,52,1,0
0,239,4213,1,255,1
0,241,724,23,255,1
0,233,392,27,255,1
0,44,129,51,254,1
0,1235,2449,1,4,0
0,44,77,120,254,1
0,163,15340,1,255,1
0,216,975,3,255,1
10,271,715,1,251,1
0,383,0,2,2,1
1,1209,2447,1,64,0
0,147,147,4,2,1
0,201,1263,10,255,1
0,2097,323,1,181,1
0,768,0,7,41,1
0,0,0,259,6,0
0,239,2239,6,231,1
0,144,5919,1,255,1
0,0,0,237,11,0
0,244,274,12,255,1
0,207,0,2,64,0
0,61298,0,9,37,1
0,0,0,111,13,0
0,0,0,143,6,0
0,193,1195,12,255,1
0,0,0,296,12,0
0,0,0,28,61,0
0,36,0,1,26,1
0,230,1075,7,246,1
0,205,2424,5,255,1
0,206,2824,2,255,1
0,29,0,1,17,1
0,0,0,58,6,0
0,293,7703,11,255,1
0,0,0,2,255,1
0,0,0,207,20,0
0,300,2507,4,210,1
0,0,0,160,16,0
0,0,0,120,18,0
0,0,0,245,7,0
0,0,0,107,11,0
0,186,312,9,255,1
0,46,77,132,255,1
3,0,5,1,6,1
0,0,0,31,64,0
0,520,0,476,55,0
0,0,0,195,4,0
0,840,386,1,3,1
0,0,0,182,17,0
5,105,145,2,86,1
0,0,0,76,57,0
0,1,0,35,6,0
0,0,0,265,23,0
0,0,0,201,1,0
0,224,753,21,255,1
117,195,28035,1,2,1
0,0,0,230,15,0
0,219,962,8,186,1
0,232,2280,7,255,1
0,54540,8314,1,255,0
0,0,0,280,17,0
2,1429,330,1,127,1
0,289,1617,3,255,1
0,104,0,1,233,1
0,18,0,1,252,0
0,10389,0,6,88,1
0,0,0,33,60,0
0,0,0,50,59,0
0,0,0,268,16,0
1,890,328,1,189,1
0,0,0,295,2,0
0,28,0,61,60,0
0,0,0,4,255,1
0,323,272,5,250,1
0,306,1075,5,228,1
0,0,0,283,19,0
0,0,0,2,1,0
0,0,0,284,8,0
0,254,2806,6,255,1
0,1006,334,1,138,1
0,330,5392,13,255,1
0,45,132,76,254,1
0,0,0,122,6,0
0,0,0,125,1,0
0,0,0,244,17,0
0,238,1817,10,255,1
0,305,260,11,255,1
0,0,0,203,14,0
0,0,0,186,16,0
0,0,0,140,2,0
0,0,0,109,23,0
0,34,50,2,237,1
0,232,8973,5,255,1
0,0,0,71,1,0
2,10,37,2,8,1
0,312,422,14,255,1
0,0,0,199,1,0
0,0,0,272,8,0
0,0,0,294,7,0
0,912,332,2,33,1
0,227,456,5,255,1
0,0,0,119,2,0
0,0,0,119,15,0
0,811,332,1,120,1
2,4068,326,1,101,1
0,0,0,510,1,0
0,141,4261,5,255,1
0,0,0,128,5,0
0,0,0,226,18,0
0,0,0,61,15,0
0,229,263,12,255,1
0,197,412,14,255,1
0,0,0,177,10,0
0,54540,8314,4,86,0
0,30,0,1,4,1
0,231,1499,25,41,1
0,130,46,243,99,1
0,190,622,21,54,1
0,227,369,16,255,1
0,105,147,1,111,1
0,0,0,119,4,0
0,292,5916,1,255,1
0,0,0,281,22,0
0,0,0,231,1,0
0,0,0,175,14,0
0,325,2020,11,255,1
0,0,0,255,17,0
0,293,1605,18,255,1
0,0,0,140,5,0
0,304,260,3,255,1
0,245,1107,8,255,1
0,0,0,223,3,0
0,2581,363,1,112,1
0,1032,0,11,255,0
0,217,1701,9,255,1
0,0,0,193,13,0
0,1153,0,2,80,1
0,0,0,45,24,0
0,44,131,8,58,1
0,0,0,117,1,0
0,177,1332,1,250,1
0,228,2698,4,254,1
0,3182,297,2,136,1
0,226,852,31,255,1
0,0,0,10,65,0
0,247,1035,6,255,1
0,0,0,11,4,0
0,302,7128,33,255,1
0,172,0,1,81,1
0,78,0,14,10,1
0,705,331,1,171,1
0,0,0,72,18,0
0,227,2068,19,255,1
0,0,0,129,4,0
0,238,12259,1,255,1
0,3775,0,23,52,1
0,218,421,7,255,1
0,0,0,53,18,0
0,105,0,2,131,1
0,263,3648,1,255,1
0,208,278,4,255,1
0,147,147,1,3,1
0,0,0,54,12,0
0,10,38,1,9,1
0,0,0,40,60,0
0,304,3222,1,226,1
0,43,68,273,230,1
0,0,0,207,20,0
0,205,3227,4,255,1
0,0,0,69,55,0
0,1032,0,203,203,0
0,30,0,2,241,1
0,0,0,233,4,0
0,0,0,109,21,0
0,298,3411,3,255,1
0,322,392,16,255,1
0,305,24058,9,255,1
8,48,48,2,19,1
0,0,0,249,15,0
0,235,2249,2,255,1
0,243,389,2,255,1
0,0,0,215,12,0
0,0,0,228,18,0
0,0,0,1,1,0
0,725,114518,1,6,1
0,1841,330,1,49,1
0,0,0,139,10,0
19,953,331,1,91,1
0,0,0,509,1,0
0,78,0,13,4,1
0,0,0,172,12,0
0,0,0,32,13,0
0,0,0,296,20,0
0,1032,0,321,255,0
0,0,0,125,15,0
13468,1,0,2,2,0
0,252,0,4,31,1
0,208,498,18,255,1
0,3475,0,1,10,1
0,296,366,3,255,1
0,30,0,1,131,1
0,0,0,265,9,0
0,44,71,114,241,1
0,0,0,1,209,1
0,0,0,239,21,0
0,297,4326,18,255,1
0,259,564,3,255,1
0,38207,40968,1,12,1
0,0,0,233,8,0
0,338,1422,22,255,1
0,0,0,220,5,0
0,43,125,217,103,1
0,0,0,201,1,0
0,0,0,1,255,1
0,43,132,89,255,1
0,0,0,240,16,0
0,229,2239,2,239,1
0,0,0,291,3,0
0,6062,0,13,56,1
0,16,0,2,64,1
0,239,504,25,255,1
0,369,659,26,255,1
0,306,783,1,255,1
6,48,48,1,55,1
0,0,0,198,4,0
0,0,0,89,5,0
0,105,147,1,11,1
0,45,45,115,245,1
0,369,4917,25,255,1
0,0,0,136,15,0
0,0,0,9,62,0
0,211,977,1,255,1
37983,1,0,2,2,0
0,239,336,18,255,1
0,0,0,106,22,0
1,856,330,1,131,1
0,0,0,149,19,0
0,0,0,233,7,0
0,0,0,511,1,0
0,0,0,130,6,0
0,0,0,254,24,0
36438,0,0,1,1,0
0,219,1102,11,255,1
6,10,37,3,8,1
1,1208,2449,1,101,0
0,0,0,259,24,0
0,147,16425,1,255,1
0,2029,535,1,164,1
0,516,4,365,255,1
0,232,2105,4,255,1
0,293,3437,2,255,1
0,0,0,321,1,0
3,1332,332,1,110,1
0,0,0,142,13,0
10,2194619,0,2,75,1
0,28,0,24,124,0
2,105,145,1,243,1
0,3600,387,1,16,1
0,0,0,1,1,0
0,0,0,510,1,0
0,0,0,118,6,0
0,0,0,145,7,0
0,0,0,187,18,0
0,516,4,265,255,1
0,0,0,247,3,0
832,750,26284,2,9,1
0,334,0,1,82,0
0,210,1395,25,255,1
0,0,0,1,1,0
0,253,1394,15,255,1
0,43,126,66,254,1
0,0,0,511,1,0
0,219,351,2,255,1
0,0,0,1,1,0
0,229,1484,9,255,1
0,11470,926,1,143,1
0,0,0,104,6,0
0,0,0,241,9,0
0,241,9986,4,255,1
5,105,145,1,221,1
0,161,5977,9,255,1
0,0,0,233,17,0
0,1,0,12,1,0
0,0,0,17,48,0
0,0,0,2,1,0
0,400,4154,4,255,1
0,235,13382,6,255,1
0,0,0,218,18,0
0,195,2361,4,255,1
0,297,5076,5,255,1
0,0,0,248,20,0
0,0,0,181,19,0
0,516,4,176,176,1
0,297,770,9,255,1
70,225,4891,1,33,1
0,0,0,290,3,0
0,0,0,131,11,0
0,868,329,1,129,1
0,0,0,20,15,0
0,302,2251,15,255,1
0,8,0,1,43,0
0,1023,325,1,110,1
0,321,1554,9,255,1
0,212,1953,23,255,1
0,0,0,1,27,1
0,0,0,364,1,0
0,0,0,279,10,0
0,0,0,123,11,0
0,0,0,128,14,0
0,0,0,282,5,0
0,105,145,2,228,1
0,0,0,1,1,0
0,207,2975,33,255,1
0,211,662,1,255,1
0,0,0,210,19,0
0,8,0,1,61,0
0,0,0,102,2,0
0,289,7384,29,255,1
0,0,0,145,12,0
0,305,1236,5,8,1
0,321,21953,13,255,1
0,0,0,102,8,0
21,236,769,1,25,1
0,237,11499,19,255,1
0,1,0,4,4,0
0,0,0,107,2,0
0,45,73,188,229,1
0,0,0,1,235,1
0,0,0,182,11,0
0,45,132,21,213,1
0,145,8017,1,39,1
0,230,1512,3,255,1
0,0,0,1,132,1
0,306,477,7,215,1
0,0,0,210,19,0
0,216,8421,35,255,1
0,12983,0,2,19,1
0,45,129,304,254,1
0,226,1811,1,255,1
0,0,0,2,139,1
0,0,0,247,10,0
0,0,0,211,10,0
0,200,1697,15,255,1
0,0,0,295,9,0
0,305,1075,4,246,1
0,59,0,12,105,1
0,42,108,1,197,1
2620,146,105,2,2,1
4,1732,333,1,134,1
0,0,0,143,12,0
0,0,0,1,255,1
0,203,402,17,255,1
2,2194619,0,1,29,1
0,193,369,2,255,1
0,247,9195,17,255,1
0,12,0,1,76,1
0,0,0,257,20,0
0,105,146,5,234,1
0,18,0,1,50,0
0,8,0,1,71,0
0,0,0,272,5,0
0,8,0,1,44,0
0,293,1509,5,255,1
0,0,0,1,76,1
0,0,0,149,19,0
0,30,0,1,211,1
0,0,0,146,11,0
0,46,46,173,255,1
0,2695,335,1,134,1
0,44,129,72,128,1
0,0,0,91,2,0
0,0,0,1,60,1
0,405,10219,1,245,1
0,0,0,57,7,0
0,254,3200,3,255,1
2,0,4,1,2,1
0,30,0,1,172,1
0,54540,8314,2,255,0
3324,145,105,1,1,1
0,0,0,294,19,0
0,1,0,12,3,0
0,46,71,152,255,1
0,0,0,1,2,0
0,0,0,12,137,0
0,322,295,15,255,1
1,667,325,1,121,1
0,8,0,1,129,0
0,222,2592,30,231,1
3,2029,491,1,42,1
0,0,0,51,1,0
0,0,0,126,17,0
0,1,0,43,2,0
0,324,4867,7,255,1
0,0,0,1,247,1
0,287,18708,3,255,1
0,0,0,81,8,0
0,0,0,289,15,0
0,33,33,5,26,1
0,0,0,120,4,0
0,187,1872,6,255,1
0,1032,0,511,154,0
0,143,10041,14,255,1
0,814,402,1,172,1
0,0,0,133,14,0
0,318,17081,3,255,1
0,44,128,77,255,1
0,0,0,216,29,0
0,28,0,60,160,0
0,0,0,104,3,0
0,363,2874,4,255,1
0,0,0,173,12,0
0,0,0,247,18,0
0,0,0,114,7,0
0,299,2606,2,255,1
0,0,0,202,15,0
0,46,79,50,190,1
0,0,0,282,22,0
0,239,13380,4,255,1
0,0,0,339,1,0
0,0,0,203,11,0
0,0,0,143,15,0
0,0,0,207,6,0
0,239,370,61,255,1
0,632,374,1,194,1
0,155,389,1,255,1
666,451,14663,1,49,1
0,0,0,272,18,0
0,0,0,1,121,1
0,607,0,3,61,1
0,0,0,292,5,0
0,0,0,8,5,0
0,0,0,217,16,0
0,0,0,141,7,0
0,54540,8314,4,61,0
0,316,2288,12,255,1
0,0,0,289,3,0
0,0,0,255,5,0
0,0,0,340,1,0
0,314,687,5,255,1
0,0,0,110,5,0
0,0,0,126,18,0
0,8,0,1,157,0
0,0,0,1,190,1
0,287,3439,6,255,1
0,0,0,132,5,0
0,44,73,165,234,1
0,0,0,298,19,0
0,300,1380,7,240,1
0,54540,8314,3,243,0
0,261,2711,1,186,1
0,217,11403,1,255,1
0,0,0,20,14,0
0,520,0,75,255,0
0,229,11400,9,255,1
0,0,0,234,10,0
0,0,0,1,1,0
0,0,0,267,5,0
0,212,5057,8,255,1
0,0,0,262,12,0
0,568,331,1,103,1
0,0,0,227,12,0
0,199,944,2,255,1
0,0,0,291,9,0
2,795,330,1,186,1
0,1032,0,510,189,0
0,0,0,141,11,0
27,1457,4152,1,78,1
0,290,1547,9,255,1
0,323,602,1,255,1
0,0,0,511,1,0
0,0,0,248,19,0
0,231,314,33,255,1
1,935,328,1,188,1
0,0,0,92,19,0
0,0,0,234,20,0
0,0,0,136,7,0
0,341,279,2,246,1
0,0,0,188,25,0
0,0,0,1,53,1
0,324,1918,17,255,1
0,254,1628,4,252,1
0,1032,0,511,146,0
0,1,0,12,1,0
0,243,435,23,255,1
0,0,0,161,3,0
0,0,0,14,1,0
0,0,0,196,6,0
0,879,0,3,1,1
0,1363,0,17,100,1
0,308,1098,14,255,1
0,0,0,20,1,0
0,249,1453,16,255,1
0,249,3563,8,255,1
0,42,42,10,165,1
5669,146,105,1,2,1
0,230,4976,1,255,1
0,302,3471,3,255,1
0,35195,0,22,67,1
0,196,1071,24,255,1
0,45,45,138,255,1
0,0,0,143,7,0
0,0,0,274,17,0
0,0,0,10,67,0
0,0,0,509,1,0
0,232,13673,5,255,1
0,7329,7670,16,255,1
0,278,2492,25,255,1
2,111,39,2,35,1
0,0,0,277,17,0
0,0,0,100,7,0
0,272,60397,19,255,1
0,240,3754,5,255,1
0,207,0,2,88,0
0,216,1311,6,255,1
0,59,0,8,148,1
0,0,0,142,10,0
0,1,0,36,1,0
0,0,0,197,3,0
0,0,0,251,1,0
0,0,0,252,19,0
0,323,310,21,255,1
0,220,2111,3,255,1
0,242,283,20,255,1
